keys,en,it,de,fr
ENCOUNTER RECORDS,ENCOUNTER RECORDS,PRIMATI DEGLI SCONTRI,BEGEGNUNGSREKORDE,RECORDS DE RENCONTRES
Current fight · successful clears,Current fight · successful clears,Scontro attuale · vittorie,Aktueller Kampf · erfolgreiche Abschlüsse,Combat actuel · réussites
"The active encounter clock is shared by live play, offline progress, and restored saves.","The active encounter clock is shared by live play, offline progress, and restored saves.","Il cronometro dello scontro attivo è condiviso tra gioco dal vivo, progressi offline e salvataggi ripristinati.","Die Uhr der aktiven Begegnung gilt gemeinsam für Live-Spiel, Offline-Fortschritt und wiederhergestellte Speicherstände.","L'horloge de la rencontre active est partagée entre le jeu en direct, la progression hors ligne et les sauvegardes restaurées."
No active fight. Start an encounter to create records.,No active fight. Start an encounter to create records.,Nessuno scontro attivo. Avvia uno scontro per creare dei primati.,"Kein aktiver Kampf. Starte eine Begegnung, um Rekorde aufzustellen.",Aucun combat en cours. Lance une rencontre pour créer des records.
No successful encounters recorded yet.,No successful encounters recorded yet.,Nessuno scontro vinto ancora registrato.,Noch keine gewonnenen Begegnungen aufgezeichnet.,Aucune rencontre réussie enregistrée pour l'instant.
Rolling average: 0 of 10 successful encounters recorded.,Rolling average: 0 of 10 successful encounters recorded.,Media mobile: registrati 0 scontri vinti su 10.,Gleitender Durchschnitt: 0 von 10 gewonnenen Begegnungen aufgezeichnet.,Moyenne mobile : 0 rencontre réussie sur 10 enregistrée.
Longest successful clear,Longest successful clear,Vittoria riuscita più lunga,Längster erfolgreicher Abschluss,Victoire la plus longue
Shortest successful clear,Shortest successful clear,Vittoria riuscita più breve,Kürzester erfolgreicher Abschluss,Victoire la plus courte
Latest 10 rolling average,Latest 10 rolling average,Media mobile degli ultimi 10,Gleitender Durchschnitt der letzten 10,Moyenne mobile des 10 derniers
%s · Completed encounters used: %s,%s · Completed encounters used: %s,%s · Scontri completati utilizzati: %s,%s · Genutzte abgeschlossene Begegnungen: %s,%s · Rencontres terminées utilisées : %s
Rolling average: %s of 10 successful encounters recorded.,Rolling average: %s of 10 successful encounters recorded.,Media mobile: registrati %s scontri vinti su 10.,Gleitender Durchschnitt: %s von 10 gewonnenen Begegnungen aufgezeichnet.,Moyenne mobile : %s rencontres réussies sur 10 enregistrées.
Only completed successful encounters are included.,Only completed successful encounters are included.,Sono inclusi solo gli scontri completati con successo.,"Es werden nur abgeschlossene, gewonnene Begegnungen berücksichtigt.",Seules les rencontres réussies et terminées sont prises en compte.
Successful encounter records use the same saved clocks shown in each arena's Stats view.,Successful encounter records use the same saved clocks shown in each arena's Stats view.,I primati degli scontri vinti usano gli stessi cronometri salvati mostrati nella vista Statistiche di ogni arena.,"Die Rekorde gewonnener Begegnungen nutzen dieselben gespeicherten Zeiten, die in der Werte-Ansicht jeder Arena angezeigt werden.",Les records des rencontres réussies utilisent les mêmes chronos enregistrés que ceux affichés dans la vue Stats de chaque arène.
TOWER CHECKPOINT PROGRESSION,TOWER CHECKPOINT PROGRESSION,PROGRESSIONE DEI CHECKPOINT DELLA TORRE,FORTSCHRITT DER TURM-KONTROLLPUNKTE,PROGRESSION DES POINTS DE CONTRÔLE DE LA TOUR
Floor %s · Progression day %s,Floor %s · Progression day %s,Piano %s · Giorno di progressione %s,Ebene %s · Fortschrittstag %s,Étage %s · Jour de progression %s
Floor %s · Legacy record unavailable,Floor %s · Legacy record unavailable,Piano %s · Record storico non disponibile,Ebene %s · Alter Rekord nicht verfügbar,Étage %s · Record hérité indisponible
Floor %s · Not cleared,Floor %s · Not cleared,Piano %s · Non completato,Ebene %s · Nicht abgeschlossen,Étage %s · Non terminé
Exact historical progression day is unavailable for checkpoints cleared before records were introduced.,Exact historical progression day is unavailable for checkpoints cleared before records were introduced.,Il giorno esatto della progressione storica non è disponibile per i checkpoint completati prima dell'introduzione dei primati.,"Der genaue historische Fortschrittstag ist für Kontrollpunkte, die vor Einführung der Rekorde abgeschlossen wurden, nicht verfügbar.",Le jour de progression historique exact n'est pas disponible pour les points de contrôle franchis avant l'introduction des records.
Echo Descent - Depth %s ready at secured Anchor %s. Open Echo Descent.,Echo Descent - Depth %s ready at secured Anchor %s. Open Echo Descent.,Discesa dell'Eco - Profondità %s pronta all'Ancora consolidata %s. Apri la Discesa dell'Eco.,Echo-Abstieg - Tiefe %s bereit am gesicherten Anker %s. Öffne den Echo-Abstieg.,Descente d'Écho - Profondeur %s prête à l'Ancre sécurisée %s. Ouvre la Descente d'Écho.
"Next push: Depth %s to Anchor %s
Secured Anchor: %s · Deepest reached: %s","Next push: Depth %s to Anchor %s
Secured Anchor: %s · Deepest reached: %s","Prossima avanzata: Profondità %s verso Ancora %s
Ancora consolidata: %s · Profondità massima raggiunta: %s","Nächster Vorstoß: Tiefe %s bis Anker %s
Gesicherter Anker: %s · Tiefster Vorstoß: %s","Prochaine avancée : de la profondeur %s à l'Ancre %s
Ancre consolidée : %s · Profondeur maximale atteinte : %s"
Practice ready · Guardian clear grants Bond XP; Anchor %s stays secured,Practice ready · Guardian clear grants Bond XP; Anchor %s stays secured,Prova pronta · Sconfiggere il Guardiano concede PE Legame; l'Ancora %s resta consolidata,Übung bereit · Ein Wächter-Sieg gewährt Bindungs-EP; Anker %s bleibt gesichert,Entraînement prêt · Vaincre le Gardien accorde de l'XP de lien ; l'Ancre %s reste consolidée
Reward push ready · Guardian clear grants +%s Resonance and secures Anchor %s,Reward push ready · Guardian clear grants +%s Resonance and secures Anchor %s,Avanzata con ricompensa pronta · Sconfiggere il Guardiano concede +%s Risonanza e consolida l'Ancora %s,Belohnungsvorstoß bereit · Ein Wächter-Sieg gewährt +%s Resonanz und sichert Anker %s,Avancée avec récompense prête · Vaincre le Gardien accorde +%s Résonance et consolide l'Ancre %s
"Echo Descent unlocks after Tower Floor %s. Each push crosses four hostile strata and then one Guardian.

Failure or abandon returns the party to its secured Anchor. Attempts are unlimited, and Echo monsters grant no ordinary item drops.

Recommended: Career Lv. %s · Tier %s gear","Echo Descent unlocks after Tower Floor %s. Each push crosses four hostile strata and then one Guardian.

Failure or abandon returns the party to its secured Anchor. Attempts are unlimited, and Echo monsters grant no ordinary item drops.

Recommended: Career Lv. %s · Tier %s gear","La Discesa dell'Eco si sblocca dopo il Piano %s della Torre. Ogni avanzata attraversa quattro strati ostili e poi un Guardiano.

Fallire o abbandonare riporta il gruppo alla sua Ancora consolidata. I tentativi sono illimitati e i mostri dell'Eco non lasciano oggetti normali.

Consigliato: Livello carriera %s · Equipaggiamento T%s","Der Echo-Abstieg wird nach Turmebene %s freigeschaltet. Jeder Vorstoß durchquert vier feindliche Schichten und danach einen Wächter.

Niederlage oder Abbruch bringt die Gruppe zu ihrem gesicherten Anker zurück. Die Versuche sind unbegrenzt, und Echo-Monster lassen keine gewöhnlichen Gegenstände fallen.

Empfohlen: Karrierestufe %s · Ausrüstung Grad %s","La Descente d'Écho se débloque après l'Étage %s de la Tour. Chaque poussée traverse quatre strates hostiles puis un Gardien.

Un échec ou un abandon ramène le groupe à son Ancre sécurisée. Les tentatives sont illimitées et les monstres d'Écho ne laissent aucun butin ordinaire.

Recommandé : Niv. de carrière %s · Équipement palier %s"
Successful Guardian clears: %s,Successful Guardian clears: %s,Guardiani sconfitti con successo: %s,Erfolgreiche Wächter-Siege: %s,Victoires réussies sur le Gardien : %s
"The first reward-eligible Guardian cleared each UTC day secures the next Anchor and grants +%s Resonance to every hero in the victorious formation, once per day. Later same-day Guardian clears are practice: they grant Bond XP but do not advance the Anchor. Resonance has a maximum rank of %s. Each rank grants +2%% maximum HP and Attack, plus +0.5 Defense and Magic Defense, helping those heroes climb higher Tower floors.","The first reward-eligible Guardian cleared each UTC day secures the next Anchor and grants +%s Resonance to every hero in the victorious formation, once per day. Later same-day Guardian clears are practice: they grant Bond XP but do not advance the Anchor. Resonance has a maximum rank of %s. Each rank grants +2%% maximum HP and Attack, plus +0.5 Defense and Magic Defense, helping those heroes climb higher Tower floors.","Il primo Guardiano idoneo alla ricompensa sconfitto ogni giorno UTC consolida l'Ancora successiva e concede +%s Risonanza a ogni eroe della formazione vincente, una volta al giorno. Le altre vittorie contro il Guardiano nello stesso giorno sono prove: concedono PE Legame ma non fanno avanzare l'Ancora. La Risonanza ha un grado massimo di %s. Ogni grado concede +2%% a PV massimi e Attacco, oltre a +0,5 a Difesa e Difesa magica, aiutando quegli eroi a salire ai piani più alti della Torre.","Der erste belohnungsberechtigte Wächter, der an jedem UTC-Tag besiegt wird, sichert den nächsten Anker und gewährt jedem Helden der siegreichen Formation +%s Resonanz, einmal pro Tag. Weitere Wächtersiege am selben Tag sind Übung: Sie gewähren Bindungs-EP, bringen den Anker aber nicht voran. Resonanz hat einen maximalen Rang von %s. Jeder Rang gewährt +2%% maximale LP und Angriff sowie +0,5 Verteidigung und Magieverteidigung und hilft diesen Helden, höhere Turmebenen zu erklimmen.","Le premier Gardien éligible aux récompenses vaincu chaque jour UTC sécurise l'Ancre suivante et accorde +%s Résonance à chaque héros de la formation victorieuse, une fois par jour. Les victoires suivantes contre le Gardien le même jour servent d'entraînement : elles accordent de l'XP de lien mais ne font pas avancer l'Ancre. La Résonance a un rang maximal de %s. Chaque rang accorde +2%% de PV maximum et d'Attaque, ainsi que +0,5 en Défense et en Défense magique, aidant ces héros à gravir des étages plus élevés de la Tour."
SHIFTING LAW RULES,SHIFTING LAW RULES,REGOLE DELLE LEGGI MUTEVOLI,REGELN DER WANDELNDEN GESETZE,RÈGLES DES LOIS CHANGEANTES
"Three laws reshape damage, recovery, and combat openings. They rotate at 00:00 UTC, while a started stratum keeps the laws it began with until that fight resolves. Review today's laws in Overview before arranging the formation; during a push, Info shows the locked set.","Three laws reshape damage, recovery, and combat openings. They rotate at 00:00 UTC, while a started stratum keeps the laws it began with until that fight resolves. Review today's laws in Overview before arranging the formation; during a push, Info shows the locked set.","Tre leggi rimodellano danni, recupero e aperture in combattimento. Cambiano alle 00:00 UTC, mentre uno strato avviato mantiene le leggi con cui è iniziato finché lo scontro non si risolve. Consulta le leggi di oggi in Panoramica prima di organizzare la formazione; durante un'avanzata, Info mostra il set vincolato.","Drei Gesetze verändern Schaden, Erholung und Kampfauftakte. Sie wechseln um 00:00 UTC, während eine begonnene Schicht die Gesetze behält, mit denen sie gestartet ist, bis dieser Kampf entschieden ist. Sieh dir die heutigen Gesetze in der Übersicht an, bevor du die Formation aufstellst; während eines Vorstoßes zeigt Info den festgelegten Satz.","Trois lois remodèlent les dégâts, la récupération et les ouvertures de combat. Elles changent à 00:00 UTC, tandis qu'une strate commencée conserve les lois avec lesquelles elle a débuté jusqu'à la résolution du combat. Consulte les lois du jour dans Aperçu avant d'organiser la formation ; pendant une avancée, Info affiche le jeu de lois verrouillé."
TODAY'S LAWS,TODAY'S LAWS,LE LEGGI DI OGGI,DIE GESETZE VON HEUTE,LES LOIS DU JOUR
CURRENT RUN LAWS,CURRENT RUN LAWS,LEGGI DELL'AVANZATA ATTUALE,GESETZE DES AKTUELLEN LAUFS,LOIS DE L'EXPÉDITION ACTUELLE
Locked for this stratum; daily rotation cannot change this run.,Locked for this stratum; daily rotation cannot change this run.,Vincolate a questo strato; il cambio giornaliero non può modificare questa avanzata.,Für diese Schicht festgelegt; der tägliche Wechsel kann diesen Durchgang nicht ändern.,Verrouillées pour cette strate ; le changement quotidien ne peut pas modifier cette tentative.
Next law rotation at 00:00 UTC in %s.,Next law rotation at 00:00 UTC in %s.,Prossimo cambio delle leggi alle 00:00 UTC tra %s.,Nächster Gesetzeswechsel um 00:00 UTC in %s.,Prochain changement de lois à 00:00 UTC dans %s.
Select %s more available heroes,Select %s more available heroes,Seleziona altri %s eroi disponibili,Wähle %s weitere verfügbare Helden,Sélectionne %s héros disponibles de plus
Team: %s/%s heroes · %s/%s companions,Team: %s/%s heroes · %s/%s companions,Squadra: %s/%s eroi · %s/%s famigli,Team: %s/%s Helden · %s/%s Begleiter,Équipe : %s/%s héros · %s/%s familiers
"[b]Plan the current push in Overview[/b]

Overview keeps the next depth and Anchor, today's reward mode, current laws, formation readiness, and the formation action together.

[b]Use Guide as the rules reference[/b]
Guide holds the route structure, Anchor and failure rules, daily Resonance and practice details, law timing, recommendations, and clear history.

[b]During a push[/b]
Battle shows live combat. Info shows the laws locked to that stratum. Abandoning returns the party to its secured Anchor.","[b]Plan the current push in Overview[/b]

Overview keeps the next depth and Anchor, today's reward mode, current laws, formation readiness, and the formation action together.

[b]Use Guide as the rules reference[/b]
Guide holds the route structure, Anchor and failure rules, daily Resonance and practice details, law timing, recommendations, and clear history.

[b]During a push[/b]
Battle shows live combat. Info shows the laws locked to that stratum. Abandoning returns the party to its secured Anchor.","[b]Pianifica l'avanzata attuale in Panoramica[/b]

Panoramica riunisce la profondità e l'Ancora successive, la modalità ricompensa di oggi, le leggi attuali, lo stato di preparazione della formazione e l'azione per organizzarla.

[b]Usa Guida come riferimento per le regole[/b]
Guida contiene la struttura del percorso, le regole su Ancora e fallimento, i dettagli su Risonanza giornaliera e prove, le tempistiche delle leggi, i consigli e lo storico dei completamenti.

[b]Durante un'avanzata[/b]
Battaglia mostra il combattimento in corso. Info mostra le leggi vincolate a quello strato. Abbandonare riporta il gruppo alla sua Ancora consolidata.","[b]Plane den aktuellen Vorstoß in der Übersicht[/b]

Die Übersicht vereint die nächste Tiefe und den nächsten Anker, den heutigen Belohnungsmodus, die aktuellen Gesetze, die Bereitschaft der Formation und die Formationsaktion.

[b]Nutze den Guide als Regelwerk[/b]
Der Guide enthält den Streckenaufbau, die Anker- und Fehlschlagregeln, Details zu täglicher Resonanz und Übungskämpfen, die Zeitpunkte der Gesetze, Empfehlungen und den Verlauf deiner Siege.

[b]Während eines Vorstoßes[/b]
Kampf zeigt das laufende Geschehen. Info zeigt die für diese Schicht festgelegten Gesetze. Ein Abbruch bringt die Gruppe zu ihrem gesicherten Anker zurück.","[b]Planifie l'avancée en cours dans Aperçu[/b]

Aperçu réunit la profondeur et l'Ancre suivantes, le mode de récompense du jour, les lois actuelles, l'état de préparation de la formation et l'action de formation.

[b]Utilise Guide comme référence des règles[/b]
Guide contient la structure du parcours, les règles d'Ancre et d'échec, les détails sur la Résonance quotidienne et l'entraînement, le calendrier des lois, les recommandations et l'historique des victoires.

[b]Pendant une avancée[/b]
Combat affiche le combat en direct. Info affiche les lois verrouillées pour cette strate. Abandonner ramène le groupe à son Ancre sécurisée."
