keys,en,it,de,fr
"THE CROWN THAT WAITS
Built for 10-12 active raid sets and two level 18-20 Rare, Epic, or Legendary companions. Unbroken seals strengthen the boss; both companions reduce the Zenith Pulse.

WANING PATIENCE: after %s enemy actions the Crown grows enraged, gaining +%s%% attack every %s further enemy actions, up to %s stacks. End the fight quickly to avoid it.","THE CROWN THAT WAITS
Built for 10-12 active raid sets and two level 18-20 Rare, Epic, or Legendary companions. Unbroken seals strengthen the boss; both companions reduce the Zenith Pulse.

WANING PATIENCE: after %s enemy actions the Crown grows enraged, gaining +%s%% attack every %s further enemy actions, up to %s stacks. End the fight quickly to avoid it.","LA CORONA CHE ATTENDE
Pensata per 10-12 set da raid attivi e due famigli rari, epici o leggendari di livello 18-20. I sigilli intatti rafforzano il boss; entrambi i famigli riducono l'Impulso dello Zenit.

PAZIENZA CALANTE: dopo %s azioni nemiche la Corona si infuria, guadagnando +%s%% di attacco ogni %s azioni nemiche successive, fino a %s cariche. Concludi lo scontro in fretta per evitarla.","DIE WARTENDE KRONE
Ausgelegt auf 10-12 aktive Raid-Sets und zwei Begleiter der Stufe 18-20 in Selten, Episch oder Legendär. Ungebrochene Siegel stärken den Boss; beide Begleiter mindern den Zenit-Impuls.

SCHWINDENDE GEDULD: nach %s Gegneraktionen gerät die Krone in Rage und erhält +%s%% Angriff für je %s weitere Gegneraktionen, bis zu %s Stapel. Beende den Kampf schnell, um dem zu entgehen.","LA COURONNE QUI ATTEND
Conçue pour 10-12 ensembles de raid actifs et deux familiers de niveau 18-20 Rare, Épique ou Légendaire. Les sceaux intacts renforcent le boss ; les deux familiers réduisent l'Impulsion du Zénith.

PATIENCE DÉCLINANTE : après %s actions ennemies, la Couronne entre en rage et gagne +%s%% d'attaque toutes les %s actions ennemies supplémentaires, jusqu'à %s cumuls. Termine vite le combat pour l'éviter."
[color=orange]Waning Patience: the fight has dragged on too long -- the foe grows enraged.[/color],[color=orange]Waning Patience: the fight has dragged on too long -- the foe grows enraged.[/color],[color=orange]Pazienza Calante: lo scontro si è protratto troppo a lungo -- il nemico si infuria.[/color],[color=orange]Schwindende Geduld: der Kampf hat zu lange gedauert -- der Feind gerät in Rage.[/color],[color=orange]Patience Déclinante : le combat s'est trop éternisé -- l'ennemi entre en rage.[/color]
%s | Waning Patience: %s stacks (+%s%% boss attack),%s | Waning Patience: %s stacks (+%s%% boss attack),%s | Pazienza Calante: %s cariche (+%s%% attacco del boss),%s | Schwindende Geduld: %s Stapel (+%s%% Boss-Angriff),%s | Patience Déclinante : %s cumuls (+%s%% attaque du boss)
"%s | Echo Pressure: +%s%% enemy HP, +%s%% enemy Attack","%s | Echo Pressure: +%s%% enemy HP, +%s%% enemy Attack","%s | Pressione dell'Eco: +%s%% PV nemici, +%s%% Attacco nemico","%s | Echo-Druck: +%s%% Gegner-LP, +%s%% Gegner-Angriff","%s | Pression d'Écho : +%s%% PV ennemis, +%s%% Attaque ennemie"
TOWER,TOWER,TORRE,TURM,TOUR
Tower,Tower,Torre,Turm,Tour
UNAVAILABLE,UNAVAILABLE,NON DISPONIBILE,NICHT VERFÜGBAR,INDISPONIBLE
"100 / 100
TIER 12
REPLAY","100 / 100
TIER 12
REPLAY","100 / 100
GRADO 12
RIGIOCA","100 / 100
GRAD 12
WIEDERHOLEN","100 / 100
PALIER 12
REJOUER"
"FLOOR %s
TIER %s
IN BATTLE","FLOOR %s
TIER %s
IN BATTLE","PIANO %s
GRADO %s
IN BATTAGLIA","EBENE %s
GRAD %s
IM KAMPF","ÉTAGE %s
PALIER %s
EN COMBAT"
"NEXT %s
TIER %s
READY","NEXT %s
TIER %s
READY","PROSSIMO %s
GRADO %s
PRONTO","NÄCHSTE %s
GRAD %s
BEREIT","SUIVANT %s
PALIER %s
PRÊT"
THE NEXT STEP,THE NEXT STEP,IL PROSSIMO GRADINO,DER NÄCHSTE SCHRITT,LA PROCHAINE MARCHE
CHECKPOINT BOSS,CHECKPOINT BOSS,BOSS DEL CHECKPOINT,KONTROLLPUNKT-BOSS,BOSS DU POINT DE CONTRÔLE
NO FLOOR REWARD,NO FLOOR REWARD,NESSUNA RICOMPENSA DEL PIANO,KEINE EBENENBELOHNUNG,AUCUNE RÉCOMPENSE D'ÉTAGE
Arrange Tower Formation,Arrange Tower Formation,Organizza la formazione della Torre,Turmformation anordnen,Organiser la formation de la Tour
Attempt Tower Floor %s,Attempt Tower Floor %s,Tenta il piano %s della Torre,Turmebene %s versuchen,Tenter l'étage %s de la Tour
"Abandon Floor
(Progress stays saved)","Abandon Floor
(Progress stays saved)","Abbandona il piano
(I progressi restano salvati)","Ebene abbrechen
(Fortschritt bleibt gespeichert)","Abandonner l'étage
(La progression reste sauvegardée)"
The same floor remains available,The same floor remains available,Lo stesso piano resta disponibile,Dieselbe Ebene bleibt verfügbar,Le même étage reste disponible
%s guards this wing checkpoint with its own retainers.,%s guards this wing checkpoint with its own retainers.,%s sorveglia il checkpoint di quest'ala con il proprio seguito.,%s bewacht diesen Flügel-Kontrollpunkt mit eigenem Gefolge.,%s garde ce point de contrôle d'aile avec sa propre suite.
This floor guarantees its authored %s signature encounter.,This floor guarantees its authored %s signature encounter.,Questo piano garantisce lo scontro caratteristico previsto per %s.,Diese Ebene garantiert die eigens gestaltete Signatur-Begegnung für %s.,Cet étage garantit sa rencontre emblématique conçue pour %s.
A Tower sentinel,A Tower sentinel,Una sentinella della Torre,Eine Schildwache des Turms,Une sentinelle de la Tour
"TOWER OF
RESONANCE","TOWER OF
RESONANCE","TORRE DELLA
RISONANZA","TURM DER
RESONANZ","TOUR DE
RÉSONANCE"
IN BATTLE,IN BATTLE,IN BATTAGLIA,IM KAMPF,EN COMBAT
"TOWER MIST
This floor's Mist sits at %s%%, adding +%s%% Evade to every enemy. Mist Reduction and Mist Damage heroes counter it the same way they do in dungeons.","TOWER MIST
This floor's Mist sits at %s%%, adding +%s%% Evade to every enemy. Mist Reduction and Mist Damage heroes counter it the same way they do in dungeons.","NEBBIA DELLA TORRE
La Nebbia di questo piano è al %s%%, che aggiunge +%s%% Schivata a ogni nemico. Gli eroi con Riduzione nebbia e Danno da nebbia la contrastano allo stesso modo dei dungeon.","TURMNEBEL
Der Nebel dieser Ebene liegt bei %s%% und gibt jedem Gegner +%s%% Ausweichen. Helden mit Nebelminderung und Nebelschaden wirken dem genauso entgegen wie in Verliesen.","BRUME DE LA TOUR
La Brume de cet étage est à %s%%, ce qui ajoute +%s%% d'Esquive à chaque ennemi. Les héros de Réduction de brume et de Dégâts de brume la contrent comme dans les donjons."
AUTO-ADVANCE,AUTO-ADVANCE,AVANZAMENTO AUTOMATICO,AUTOMATISCHER VORSTOSS,AVANCE AUTOMATIQUE
AUTO-ADVANCE · FLOORS %s-%s,AUTO-ADVANCE · FLOORS %s-%s,AVANZAMENTO AUTOMATICO · PIANI %s-%s,AUTO-VORRÜCKEN · EBENEN %s-%s,AUTO-PROGRESSION · ÉTAGES %s-%s
The Tower stands fully conquered. Auto-Advance is no longer needed.,The Tower stands fully conquered. Auto-Advance is no longer needed.,La Torre è stata completamente conquistata. L'Avanzamento Automatico non è più necessario.,Der Turm ist vollständig bezwungen. Auto-Vorrücken wird nicht mehr benötigt.,La Tour est entièrement conquise. L'Auto-Progression n'est plus nécessaire.
"Fights automatically from the next uncleared floor through the next multiple-of-ten checkpoint. Every floor uses the formation and companions displayed above and resolves through the normal fight, reward, and save rules -- defeat on any floor stops the batch.","Fights automatically from the next uncleared floor through the next multiple-of-ten checkpoint. Every floor uses the formation and companions displayed above and resolves through the normal fight, reward, and save rules -- defeat on any floor stops the batch.","Combatte automaticamente dal prossimo piano non superato fino al successivo checkpoint multiplo di dieci. Ogni piano usa la formazione e i famigli mostrati sopra e si risolve secondo le normali regole di combattimento, ricompensa e salvataggio: la sconfitta in un piano qualsiasi interrompe il lotto.","Kämpft automatisch von der nächsten ungeschafften Ebene bis zum nächsten Kontrollpunkt bei einem Vielfachen von zehn. Jede Ebene nutzt die oben gezeigte Formation und die gezeigten Begleiter und wird nach den normalen Kampf-, Belohnungs- und Speicherregeln aufgelöst -- eine Niederlage auf einer beliebigen Ebene stoppt die Serie.","Combat automatiquement depuis le prochain étage non franchi jusqu'au point de contrôle suivant, multiple de dix. Chaque étage utilise la formation et les familiers affichés ci-dessus et se résout selon les règles normales de combat, de récompense et de sauvegarde -- une défaite à n'importe quel étage interrompt la série."
Start Auto-Advance,Start Auto-Advance,Avvia Avanzamento Automatico,Auto-Vorrücken starten,Lancer l'Auto-Progression
Auto-Advance is unavailable right now,Auto-Advance is unavailable right now,L'Avanzamento Automatico non è disponibile al momento,Auto-Vorrücken ist derzeit nicht verfügbar,L'Auto-Progression n'est pas disponible pour le moment
Attempt Floors %s-%s automatically,Attempt Floors %s-%s automatically,Affronta automaticamente i piani %s-%s,Ebenen %s-%s automatisch versuchen,Tenter automatiquement les étages %s-%s
No heroes selected,No heroes selected,Nessun eroe selezionato,Keine Helden ausgewählt,Aucun héros sélectionné
No companions selected,No companions selected,Nessun famiglio selezionato,Keine Begleiter ausgewählt,Aucun familier sélectionné
"Attempt Floors %s-%s automatically, fighting each floor in sequence through the normal Tower rules.

Team: %s
Companions: %s

Defeat on any floor stops the batch immediately; floors already cleared stay saved. Clears and rewards are never guaranteed or instant - each floor is fought exactly as a manual attempt would be.","Attempt Floors %s-%s automatically, fighting each floor in sequence through the normal Tower rules.

Team: %s
Companions: %s

Defeat on any floor stops the batch immediately; floors already cleared stay saved. Clears and rewards are never guaranteed or instant - each floor is fought exactly as a manual attempt would be.","Affronta automaticamente i piani %s-%s, combattendo ogni piano in sequenza secondo le normali regole della Torre.

Squadra: %s
Famigli: %s

La sconfitta in un piano qualsiasi interrompe subito il lotto; i piani già superati restano salvati. I successi e le ricompense non sono mai garantiti né istantanei: ogni piano viene combattuto esattamente come farebbe un tentativo manuale.","Versuche die Ebenen %s-%s automatisch und kämpfe jede Ebene nacheinander nach den normalen Turmregeln.

Team: %s
Begleiter: %s

Eine Niederlage auf einer beliebigen Ebene stoppt die Serie sofort; bereits geschaffte Ebenen bleiben gespeichert. Erfolge und Belohnungen sind nie garantiert oder sofortig - jede Ebene wird genau so ausgekämpft wie bei einem manuellen Versuch.","Tente automatiquement les étages %s-%s en combattant chaque étage l'un après l'autre selon les règles normales de la Tour.

Équipe : %s
Familiers : %s

Une défaite à n'importe quel étage interrompt aussitôt la série ; les étages déjà franchis restent sauvegardés. Les réussites et les récompenses ne sont jamais garanties ni instantanées - chaque étage est combattu exactement comme lors d'une tentative manuelle."
Start,Start,Avvia,Starten,Démarrer
"Abandon Batch
(Ends Auto-Advance)","Abandon Batch
(Ends Auto-Advance)","Abbandona il lotto
(Termina l'Avanzamento Automatico)","Serie abbrechen
(Beendet das Auto-Vorrücken)","Abandonner la série
(Met fin à l'Auto-Progression)"
Stops the Auto-Advance batch immediately; the same floor remains available,Stops the Auto-Advance batch immediately; the same floor remains available,Interrompe subito il lotto di Avanzamento Automatico; lo stesso piano resta disponibile,Stoppt die Serie des Auto-Vorrückens sofort; dieselbe Ebene bleibt verfügbar,Arrête aussitôt la série d'Auto-Progression ; le même étage reste disponible
Floor %s · %s/%s,Floor %s · %s/%s,Piano %s · %s/%s,Ebene %s · %s/%s,Étage %s · %s/%s
Stop After This Floor,Stop After This Floor,Interrompi dopo questo piano,Nach dieser Ebene stoppen,Arrêter après cet étage
Stopping After This Floor...,Stopping After This Floor...,Interruzione dopo questo piano...,Stoppt nach dieser Ebene...,Arrêt après cet étage...
The batch will stop once the current floor finishes,The batch will stop once the current floor finishes,Il lotto si interromperà al termine del piano attuale,"Die Serie stoppt, sobald die aktuelle Ebene beendet ist",La série s'arrêtera une fois l'étage en cours terminé
"Finish the current floor, then stop the Auto-Advance batch","Finish the current floor, then stop the Auto-Advance batch","Completa il piano attuale, poi interrompi il lotto di Avanzamento Automatico","Aktuelle Ebene beenden, dann die Serie des Auto-Vorrückens stoppen","Terminer l'étage en cours, puis arrêter la série d'Auto-Progression"
AUTO-ADVANCE STOPPED,AUTO-ADVANCE STOPPED,AVANZAMENTO AUTOMATICO INTERROTTO,AUTO-VORRÜCKEN GESTOPPT,AUTO-PROGRESSION ARRÊTÉE
Attempted floors %s-%s,Attempted floors %s-%s,Piani tentati %s-%s,Versuchte Ebenen %s-%s,Étages tentés %s-%s
"Floors cleared: %s
Final floor reached: %s","Floors cleared: %s
Final floor reached: %s","Piani superati: %s
Piano finale raggiunto: %s","Geschaffte Ebenen: %s
Erreichte Endebene: %s","Étages franchis : %s
Étage final atteint : %s"
Floor %s was attempted but not cleared.,Floor %s was attempted but not cleared.,Il piano %s è stato tentato ma non superato.,"Ebene %s wurde versucht, aber nicht geschafft.",L'étage %s a été tenté mais non franchi.
BATCH REWARDS,BATCH REWARDS,RICOMPENSE DEL LOTTO,LOS-BELOHNUNGEN,RÉCOMPENSES DU LOT
No checkpoint floors were cleared this batch.,No checkpoint floors were cleared this batch.,Nessun piano di checkpoint è stato superato in questo lotto.,In dieser Serie wurden keine Kontrollpunkt-Ebenen geschafft.,Aucun étage de point de contrôle n'a été franchi durant cette série.
"Coins earned: %s
Permanent hero slots earned: %s
Checkpoint materials collected: %s","Coins earned: %s
Permanent hero slots earned: %s
Checkpoint materials collected: %s","Monete guadagnate: %s
Posti eroe permanenti guadagnati: %s
Materiali di checkpoint raccolti: %s","Verdiente Münzen: %s
Erhaltene dauerhafte Heldenplätze: %s
Gesammelte Kontrollpunkt-Materialien: %s","Pièces gagnées : %s
Emplacements de héros permanents gagnés : %s
Matériaux de point de contrôle récoltés : %s"
