keys,en,it,de,fr
"Shields the whole party (9% of maximum Health, until broken), applies -12% Attack to all enemies, and grants the Engineer +33 Defense for 3 turns.","Shields the whole party (9% of maximum Health, until broken), applies -12% Attack to all enemies, and grants the Engineer +33 Defense for 3 turns.","Protegge l'intero gruppo con una barriera (9% dei PV massimi, finché non viene infranta), applica -12% Attacco a tutti i nemici e concede all'Ingegnere +33 Difesa per 3 turni.","Schützt die gesamte Gruppe (9% der maximalen LP, bis sie bricht), wendet bei allen Gegnern -12% Angriff an und gewährt dem Ingenieur +33 Verteidigung für 3 Züge.","Protège tout le groupe (9% des PV max, jusqu'à ce qu'elle soit brisée), applique -12% Attaque à tous les ennemis et accorde à l'Ingénieur +33 Défense pendant 3 tours."
"Shields the whole party (22% of maximum Health, until broken), grants +15 Immunity for 3 turns, and restores 8 mana to every ally.","Shields the whole party (22% of maximum Health, until broken), grants +15 Immunity for 3 turns, and restores 8 mana to every ally.","Protegge l'intero gruppo con una barriera (22% dei PV massimi, finché non viene infranta), concede +15 Immunità per 3 turni e ripristina 8 mana a ogni alleato.","Schützt die gesamte Gruppe (22% der maximalen LP, bis sie bricht), gewährt +15 Immunität für 3 Züge und stellt jedem Verbündeten 8 Mana wieder her.","Protège tout le groupe (22% des PV max, jusqu'à ce qu'elle soit brisée), accorde +15 Immunité pendant 3 tours et restaure 8 mana à chaque allié."
"Hits one random enemy 3 times for 68% Attack damage per hit, ignoring 49% Defense, then shields itself for 10% of maximum Health until broken.","Hits one random enemy 3 times for 68% Attack damage per hit, ignoring 49% Defense, then shields itself for 10% of maximum Health until broken.","Colpisce un nemico casuale 3 volte, ciascuna per il 68% dell'Attacco, ignorando il 49% della Difesa, poi si protegge con una barriera pari al 10% dei PV massimi finché non viene infranta.","Trifft einen zufälligen Gegner 3-mal für je 68% Angriff als Schaden, ignoriert 49% Verteidigung und schützt sich dann mit einer Barriere von 10% der maximalen LP, bis sie bricht.","Frappe un ennemi au hasard 3 fois pour 68% Attaque en dégâts par coup, en ignorant 49% de la Défense, puis se protège d'une barrière de 10% des PV max jusqu'à rupture."
"Hits every enemy 3 times for 22% Attack damage per hit and applies -10% Attack, shields the whole party (3.5% of maximum Health, until broken), and gains +24 Defense for 3 turns.","Hits every enemy 3 times for 22% Attack damage per hit and applies -10% Attack, shields the whole party (3.5% of maximum Health, until broken), and gains +24 Defense for 3 turns.","Colpisce ogni nemico 3 volte, ciascuna per il 22% dell'Attacco, e applica -10% Attacco, protegge l'intero gruppo con una barriera (3,5% dei PV massimi, finché non viene infranta) e ottiene +24 Difesa per 3 turni.","Trifft jeden Gegner 3-mal für je 22% Angriff als Schaden und wendet -10% Angriff an, schützt die gesamte Gruppe (3,5% der maximalen LP, bis sie bricht) und erhält +24 Verteidigung für 3 Züge.","Frappe chaque ennemi 3 fois pour 22% Attaque en dégâts par coup et applique -10% Attaque, protège tout le groupe (3,5% des PV max, jusqu'à ce qu'elle soit brisée) et gagne +24 Défense pendant 3 tours."
"Hits one random enemy for 39% Attack damage and applies 26% Vulnerability, then gains +78 Counter Chance and +28 Counter Power for 3 turns.","Hits one random enemy for 39% Attack damage and applies 26% Vulnerability, then gains +78 Counter Chance and +28 Counter Power for 3 turns.","Colpisce un nemico casuale infliggendo il 39% dell'Attacco come danni e applica il 26% di Vulnerabilità, poi ottiene +78 Probabilità di contrattacco e +28 Potenza di contrattacco per 3 turni.",Trifft einen zufälligen Gegner für 39% Angriff als Schaden und wendet 26% Verwundbarkeit an; erhält dann +78 Konterchance und +28 Konterkraft für 3 Züge.,"Frappe un ennemi au hasard pour 39% Attaque en dégâts et applique 26% de Vulnérabilité, puis gagne +78 Chance de riposte et +28 Puissance de riposte pendant 3 tours."
"Hits the strongest enemy 3 times for 53% Attack damage per hit, ignoring 24% Defense, then gains +53 Counter Chance and +31 Defense for 3 turns.","Hits the strongest enemy 3 times for 53% Attack damage per hit, ignoring 24% Defense, then gains +53 Counter Chance and +31 Defense for 3 turns.","Colpisce il nemico più forte 3 volte, ciascuna per il 53% dell'Attacco, ignorando il 24% della Difesa, poi ottiene +53 Probabilità di contrattacco e +31 Difesa per 3 turni.","Trifft den stärksten Gegner 3-mal für je 53% Angriff als Schaden, ignoriert 24% Verteidigung und erhält dann +53 Konterchance und +31 Verteidigung für 3 Züge.","Frappe l'ennemi le plus fort 3 fois pour 53% Attaque en dégâts par coup, en ignorant 24% de la Défense, puis gagne +53 Chance de riposte et +31 Défense pendant 3 tours."
"Heals the whole party for 44% Attack and grants every ally +13 Counter Chance, +6 Counter Power, and +6 Immunity for 3 turns.","Heals the whole party for 44% Attack and grants every ally +13 Counter Chance, +6 Counter Power, and +6 Immunity for 3 turns.","Cura l'intero gruppo per il 44% dell'Attacco e concede a ogni alleato +13 Probabilità di contrattacco, +6 Potenza di contrattacco e +6 Immunità per 3 turni.","Heilt die gesamte Gruppe um 44% Angriff und gewährt jedem Verbündeten 3 Züge lang +13 Konterchance, +6 Konterkraft und +6 Immunität.","Soigne tout le groupe de 44% Attaque et accorde à chaque allié +13 Chance de riposte, +6 Puissance de riposte et +6 Immunité pendant 3 tours."
"Grants the weakest ally 42% Attack Regeneration and heals the whole party for 12% Attack, then applies 15% Attack DoT to every enemy. Lasts 3 turns.","Grants the weakest ally 42% Attack Regeneration and heals the whole party for 12% Attack, then applies 15% Attack DoT to every enemy. Lasts 3 turns.","Concede all'alleato più debole Rigenerazione pari al 42% dell'Attacco e cura l'intero gruppo per il 12% dell'Attacco, poi applica il 15% dell'Attacco come DoT a ogni nemico. Dura 3 turni.",Gewährt dem schwächsten Verbündeten 42% Angriff als Regeneration und heilt die gesamte Gruppe um 12% Angriff; wendet dann bei jedem Gegner 15% Angriff als DoT an. Hält 3 Züge an.,"Accorde à l'allié le plus faible une Régénération de 42% Attaque et soigne tout le groupe de 12% Attaque, puis applique 15% Attaque en DoT à chaque ennemi. Dure 3 tours."
"Silences every enemy for 1 turn. For 3 turns, applies -14% Attack to every enemy, grants the whole party 7% Attack Regeneration, and gives the Primal Avatar +24 Immunity.","Silences every enemy for 1 turn. For 3 turns, applies -14% Attack to every enemy, grants the whole party 7% Attack Regeneration, and gives the Primal Avatar +24 Immunity.","Mette a Silenzio ogni nemico per 1 turno. Per 3 turni applica -14% Attacco a ogni nemico, concede all'intero gruppo Rigenerazione pari al 7% dell'Attacco e dà all'Avatar primordiale +24 Immunità.","Belegt jeden Gegner 1 Zug lang mit Stille. Wendet 3 Züge lang bei jedem Gegner -14% Angriff an, gewährt der gesamten Gruppe 7% Angriff als Regeneration und dem Urtümlichen Avatar +24 Immunität.","Frappe chaque ennemi de Silence pendant 1 tour. Pendant 3 tours, applique -14% Attaque à chaque ennemi, accorde à tout le groupe une Régénération de 7% Attaque et donne à l'Avatar primordial +24 Immunité."
"Grants the whole party 17% Attack Regeneration and +8 Immunity for 3 turns, and restores 16 mana to every ally.","Grants the whole party 17% Attack Regeneration and +8 Immunity for 3 turns, and restores 16 mana to every ally.","Concede all'intero gruppo Rigenerazione pari al 17% dell'Attacco e +8 Immunità per 3 turni, e ripristina 16 mana a ogni alleato.",Gewährt der gesamten Gruppe 3 Züge lang 17% Angriff als Regeneration und +8 Immunität und stellt jedem Verbündeten 16 Mana wieder her.,"Accorde à tout le groupe une Régénération de 17% Attaque et +8 Immunité pendant 3 tours, et restaure 16 mana à chaque allié."
"Applies 18% Attack DoT to every enemy, which ignores Defense and cannot be evaded, and grants the whole party 16% Attack Regeneration and +5 Immunity. Lasts 3 turns.","Applies 18% Attack DoT to every enemy, which ignores Defense and cannot be evaded, and grants the whole party 16% Attack Regeneration and +5 Immunity. Lasts 3 turns.","Applica il 18% dell'Attacco come DoT a ogni nemico, che ignora Difesa e schivata, e concede all'intero gruppo Rigenerazione pari al 16% dell'Attacco e +5 Immunità. Dura 3 turni.","Belegt jeden Gegner mit 18% Angriff als DoT, der Verteidigung und Ausweichen umgeht, und gewährt der gesamten Gruppe 16% Angriff als Regeneration und +5 Immunität. Hält 3 Züge an.","Applique 18% Attaque en DoT à chaque ennemi, ignorant la Défense et l'esquive, et accorde à tout le groupe une Régénération de 16% Attaque et +5 Immunité. Dure 3 tours."
"Costs 10% of maximum Health; hits the strongest enemy for 100% Attack damage, then applies 75% Attack DoT for 3 turns. The DoT bypasses Defense and evasion.","Costs 10% of maximum Health; hits the strongest enemy for 100% Attack damage, then applies 75% Attack DoT for 3 turns. The DoT bypasses Defense and evasion.","Costa il 10% dei PV massimi; colpisce il nemico più forte infliggendo il 100% dell'Attacco come danni, poi applica il 75% dell'Attacco come DoT per 3 turni. Il DoT ignora Difesa e schivata.",Kostet 10% der maximalen LP; trifft den stärksten Gegner für 100% Angriff als Schaden und wendet dann 3 Züge lang 75% Angriff als DoT an. Der DoT umgeht Verteidigung und Ausweichen.,"Coûte 10% des PV max ; frappe l'ennemi le plus fort pour 100% Attaque en dégâts, puis applique 75% Attaque en DoT pendant 3 tours. Le DoT ignore la Défense et l'esquive."
"Applies 28% Attack DoT, 38% Vulnerability, and -6% Attack to the strongest enemy for 3 turns. The DoT bypasses Defense and evasion.","Applies 28% Attack DoT, 38% Vulnerability, and -6% Attack to the strongest enemy for 3 turns. The DoT bypasses Defense and evasion.","Applica al nemico più forte il 28% dell'Attacco come DoT, il 38% di Vulnerabilità e -6% Attacco per 3 turni. Il DoT ignora Difesa e schivata.","Belegt den stärksten Gegner 3 Züge lang mit 28% Angriff als DoT, 38% Verwundbarkeit und -6% Angriff. Der DoT umgeht Verteidigung und Ausweichen.","Applique à l'ennemi le plus fort 28% Attaque en DoT, 38% de Vulnérabilité et -6% Attaque pendant 3 tours. Le DoT ignore la Défense et l'esquive."
"Hits every enemy for 36% Attack damage (98% on the primary target), applies 34% Attack DoT for 3 turns, and Silences them for 1 turn. The DoT bypasses Defense and evasion.","Hits every enemy for 36% Attack damage (98% on the primary target), applies 34% Attack DoT for 3 turns, and Silences them for 1 turn. The DoT bypasses Defense and evasion.","Colpisce ogni nemico infliggendo il 36% dell'Attacco come danni (98% sul bersaglio principale), applica il 34% dell'Attacco come DoT per 3 turni e li mette a Silenzio per 1 turno. Il DoT ignora Difesa e schivata.","Trifft jeden Gegner für 36% Angriff als Schaden (98% beim Hauptziel), wendet 3 Züge lang 34% Angriff als DoT an und belegt sie 1 Zug lang mit Stille. Der DoT umgeht Verteidigung und Ausweichen.","Frappe chaque ennemi pour 36% Attaque en dégâts (98% sur la cible principale), applique 34% Attaque en DoT pendant 3 tours et les frappe de Silence pendant 1 tour. Le DoT ignore la Défense et l'esquive."
"Hits one random enemy 2 times for 75% Attack damage per hit, then applies 30% Attack DoT, shields itself for 12% of maximum Health until broken, and gains +11 Defense for 3 turns.","Hits one random enemy 2 times for 75% Attack damage per hit, then applies 30% Attack DoT, shields itself for 12% of maximum Health until broken, and gains +11 Defense for 3 turns.","Colpisce un nemico casuale 2 volte, ciascuna per il 75% dell'Attacco, poi applica il 30% dell'Attacco come DoT, si protegge con una barriera pari al 12% dei PV massimi finché non viene infranta e ottiene +11 Difesa per 3 turni.","Trifft einen zufälligen Gegner 2-mal für je 75% Angriff als Schaden, wendet dann 30% Angriff als DoT an, schützt sich mit einer Barriere von 12% der maximalen LP, bis sie bricht, und erhält +11 Verteidigung für 3 Züge.","Frappe un ennemi au hasard 2 fois pour 75% Attaque en dégâts par coup, puis applique 30% Attaque en DoT, se protège d'une barrière de 12% des PV max jusqu'à rupture et gagne +11 Défense pendant 3 tours."
"Hits every enemy 3 times for 28% Attack damage per hit (53% on the primary target) and applies 6% Vulnerability, then gains +16 Defense for 3 turns.","Hits every enemy 3 times for 28% Attack damage per hit (53% on the primary target) and applies 6% Vulnerability, then gains +16 Defense for 3 turns.","Colpisce ogni nemico 3 volte, ciascuna per il 28% dell'Attacco (53% sul bersaglio principale), e applica il 6% di Vulnerabilità, poi ottiene +16 Difesa per 3 turni.",Trifft jeden Gegner 3-mal für je 28% Angriff als Schaden (53% beim Hauptziel) und wendet 6% Verwundbarkeit an; erhält dann +16 Verteidigung für 3 Züge.,"Frappe chaque ennemi 3 fois pour 28% Attaque en dégâts par coup (53% sur la cible principale) et applique 6% de Vulnérabilité, puis gagne +16 Défense pendant 3 tours."
"Always +3 Threat. The whole party gains +12 Magic Defense and +12 Immunity, and regenerates 2.2% of maximum Health each turn.","Always +3 Threat. The whole party gains +12 Magic Defense and +12 Immunity, and regenerates 2.2% of maximum Health each turn.","Sempre +3 Minaccia. L'intero gruppo ottiene +12 Difesa magica e +12 Immunità e rigenera il 2,2% dei PV massimi ogni turno.","Immer +3 Bedrohung. Die gesamte Gruppe erhält +12 Magieverteidigung und +12 Immunität und regeneriert 2,2% der maximalen LP pro Zug.","Toujours +3 Menace. Tout le groupe gagne +12 Défense magique et +12 Immunité, et régénère 2,2% des PV max par tour."
"Always +3 Threat, +25 Defense, +50 Counter Chance, and +8 Lifesteal; +60% Damage against enemies below half Health.","Always +3 Threat, +25 Defense, +50 Counter Chance, and +8 Lifesteal; +60% Damage against enemies below half Health.","Sempre +3 Minaccia, +25 Difesa, +50 Probabilità di contrattacco e +8 Rubavita; +60% Danni contro nemici sotto metà Salute.","Immer +3 Bedrohung, +25 Verteidigung, +50 Konterchance und +8 Lebensraub; +60% Schaden gegen Gegner unter halbem Leben.","Toujours +3 Menace, +25 Défense, +50 Chance de riposte et +8 Vol de vie ; +60% Dégâts contre les ennemis sous la moitié de leur Vie."
