keys,en,it,de,fr
A watchful staff that turns a hostile spell back on its caster in a flash of refracted light.,A watchful staff that turns a hostile spell back on its caster in a flash of refracted light.,Un bastone vigile che rimanda un incantesimo ostile contro chi lo ha lanciato in un lampo di luce rifratta.,"Ein wachsamer Stab, der einen feindlichen Zauber in einem Blitz gebrochenen Lichts auf seinen Wirker zurückwirft.",Un bâton vigilant qui renvoie un sort hostile sur son lanceur dans un éclair de lumière réfractée.
Black-Banner Vanguard Bow,Black-Banner Vanguard Bow,Arco d'avanguardia nero,Schwarzbanner-Vorhutbogen,Arc d'avant-garde noir
A banner-wrapped bow drawn with a challenging cry that pulls every eye to the shot.,A banner-wrapped bow drawn with a challenging cry that pulls every eye to the shot.,Un arco avvolto nello stendardo teso con un grido di sfida che attira ogni sguardo verso il tiro.,"Ein bannerumwickelter Bogen, gespannt mit einem Herausforderungsruf, der jeden Blick auf den Schuss zieht.","Un arc drapé d'une bannière, tendu dans un cri de défi qui attire tous les regards vers le tir."
Crownless Ward,Crownless Ward,Guardia Senza Corona,Kronlose Wache,Garde sans couronne
A crownless-steel blade that closes old wounds to whatever the ruin tries next.,A crownless-steel blade that closes old wounds to whatever the ruin tries next.,Una lama di Acciaio Senza Corona che chiude le vecchie ferite a qualunque cosa la rovina tenti in seguito.,"Eine Klinge aus kronlosem Stahl, die alte Wunden gegen alles schließt, was die Ruine als Nächstes versucht.",Une lame d'acier sans couronne qui referme les vieilles blessures face à tout ce que la ruine tentera ensuite.
Empty Crown Mistcaster,Empty Crown Mistcaster,Evocanebbia della corona vuota,Nebelwirker der Leeren Krone,Invoque-brume de la Couronne Vide
A crownless staff that gathers drifting mist and hurls it back sharpened.,A crownless staff that gathers drifting mist and hurls it back sharpened.,Un bastone senza corona che raccoglie la nebbia vagante e la scaglia indietro affilata.,"Ein kronloser Stab, der treibenden Nebel sammelt und geschärft zurückschleudert.",Un bâton sans couronne qui rassemble la brume errante et la renvoie aiguisée.
Starglass Hungering Crook,Starglass Hungering Crook,Pastorale famelico di Vetrostellare,Hungernder Sternenglas-Krummstab,Houlette affamée de verre stellaire
A starglass crook that draws a measure of life from every spell it channels.,A starglass crook that draws a measure of life from every spell it channels.,Un pastorale di Vetrostellare che sottrae una parte di vita a ogni incantesimo che incanala.,"Ein Sternenglas-Krummstab, der jedem Zauber, den er kanalisiert, ein Maß an Leben entzieht.",Une houlette de verre stellaire qui prélève une part de vie sur chaque sort qu'elle canalise.
"Three pieces: a crafted March of the Rootbound weapon your class can wield, a crafted March of the Rootbound armor, and this unique accessory. Any two pieces grant the set's stat rider; all three also awaken Shared Roots, which adapts to the wearer's class type and canonical weapon type.","Three pieces: a crafted March of the Rootbound weapon your class can wield, a crafted March of the Rootbound armor, and this unique accessory. Any two pieces grant the set's stat rider; all three also awaken Shared Roots, which adapts to the wearer's class type and canonical weapon type.","Tre pezzi: un'arma creata della Marcia dei Radicati che la tua classe può impugnare, un'armatura creata della Marcia dei Radicati e questo accessorio unico. Due pezzi qualsiasi concedono il potenziamento di statistiche del set; tutti e tre risvegliano anche Radici Condivise, che si adatta al tipo di classe di chi lo indossa e al suo tipo di arma canonico.","Drei Teile: eine gefertigte Waffe des Marsches der Wurzelgebundenen, die deine Klasse führen kann, eine gefertigte Rüstung des Marsches der Wurzelgebundenen und dieses einzigartige Accessoire. Zwei beliebige Teile gewähren den Werte-Zusatz des Sets; alle drei erwecken zudem Geteilte Wurzeln, die sich dem Klassentyp des Trägers und seinem kanonischen Waffentyp anpassen.","Trois pièces : une arme fabriquée de la Marche des Enracinés que ta classe peut manier, une armure fabriquée de la Marche des Enracinés et cet accessoire unique. Deux pièces quelconques accordent le bonus de stats de la panoplie ; les trois éveillent aussi Racines Partagées, qui s'adapte au type de classe du porteur et à son type d'arme canonique."
"Three pieces: a crafted Lightless Armada weapon your class can wield, a crafted Lightless Armada armor, and this unique accessory. Any two pieces grant the set's stat rider; all three also awaken Bellwake Resonance, which adapts to the wearer's class type and canonical weapon type.","Three pieces: a crafted Lightless Armada weapon your class can wield, a crafted Lightless Armada armor, and this unique accessory. Any two pieces grant the set's stat rider; all three also awaken Bellwake Resonance, which adapts to the wearer's class type and canonical weapon type.","Tre pezzi: un'arma creata dell'Armata Senza Luce che la tua classe può impugnare, un'armatura creata dell'Armata Senza Luce e questo accessorio unico. Due pezzi qualsiasi concedono il potenziamento di statistiche del set; tutti e tre risvegliano anche Risonanza dei Rintocchi, che si adatta al tipo di classe di chi lo indossa e al suo tipo di arma canonico.","Drei Teile: eine gefertigte Waffe der Lichtlosen Armada, die deine Klasse führen kann, eine gefertigte Rüstung der Lichtlosen Armada und dieses einzigartige Accessoire. Zwei beliebige Teile gewähren den Werte-Zusatz des Sets; alle drei erwecken zudem Glockenhall-Resonanz, die sich dem Klassentyp des Trägers und seinem kanonischen Waffentyp anpasst.","Trois pièces : une arme fabriquée de l'Armada Sans Lumière que ta classe peut manier, une armure fabriquée de l'Armada Sans Lumière et cet accessoire unique. Deux pièces quelconques accordent le bonus de stats de la panoplie ; les trois éveillent aussi Résonance du Glas, qui s'adapte au type de classe du porteur et à son type d'arme canonique."
"Three pieces: a crafted Hunt of the Broken Sky weapon your class can wield, a crafted Hunt of the Broken Sky armor, and this unique accessory. Any two pieces grant the set's stat rider; all three also awaken Pattern Made Whole, which adapts to the wearer's class type and canonical weapon type.","Three pieces: a crafted Hunt of the Broken Sky weapon your class can wield, a crafted Hunt of the Broken Sky armor, and this unique accessory. Any two pieces grant the set's stat rider; all three also awaken Pattern Made Whole, which adapts to the wearer's class type and canonical weapon type.","Tre pezzi: un'arma creata della Caccia del Cielo Infranto che la tua classe può impugnare, un'armatura creata della Caccia del Cielo Infranto e questo accessorio unico. Due pezzi qualsiasi concedono il potenziamento di statistiche del set; tutti e tre risvegliano anche Trama Ricomposta, che si adatta al tipo di classe di chi lo indossa e al suo tipo di arma canonico.","Drei Teile: eine gefertigte Waffe der Jagd des Zerbrochenen Himmels, die deine Klasse führen kann, eine gefertigte Rüstung der Jagd des Zerbrochenen Himmels und dieses einzigartige Accessoire. Zwei beliebige Teile gewähren den Werte-Zusatz des Sets; alle drei erwecken zudem Vollendetes Muster, das sich dem Klassentyp des Trägers und seinem kanonischen Waffentyp anpasst.","Trois pièces : une arme fabriquée de la Chasse du Ciel Brisé que ta classe peut manier, une armure fabriquée de la Chasse du Ciel Brisé et cet accessoire unique. Deux pièces quelconques accordent le bonus de stats de la panoplie ; les trois éveillent aussi Trame Recomposée, qui s'adapte au type de classe du porteur et à son type d'arme canonique."
"Three pieces: a crafted Last Road weapon your class can wield, a crafted Last Road armor, and this unique accessory. Any two pieces grant the set's stat rider; all three also awaken Last Road Concordance, which adapts to the wearer's class type and canonical weapon type.","Three pieces: a crafted Last Road weapon your class can wield, a crafted Last Road armor, and this unique accessory. Any two pieces grant the set's stat rider; all three also awaken Last Road Concordance, which adapts to the wearer's class type and canonical weapon type.","Tre pezzi: un'arma creata dell'Ultima Via che la tua classe può impugnare, un'armatura creata dell'Ultima Via e questo accessorio unico. Due pezzi qualsiasi concedono il potenziamento di statistiche del set; tutti e tre risvegliano anche Concordanza dell'Ultima Via, che si adatta al tipo di classe di chi lo indossa e al suo tipo di arma canonico.","Drei Teile: eine gefertigte Waffe des Letzten Weges, die deine Klasse führen kann, eine gefertigte Rüstung des Letzten Weges und dieses einzigartige Accessoire. Zwei beliebige Teile gewähren den Werte-Zusatz des Sets; alle drei erwecken zudem Eintracht des Letzten Weges, die sich dem Klassentyp des Trägers und seinem kanonischen Waffentyp anpasst.","Trois pièces : une arme fabriquée de la Dernière Route que ta classe peut manier, une armure fabriquée de la Dernière Route et cet accessoire unique. Deux pièces quelconques accordent le bonus de stats de la panoplie ; les trois éveillent aussi Concordance de la Dernière Route, qui s'adapte au type de classe du porteur et à son type d'arme canonique."
3-PIECE,3-PIECE,3 PEZZI,3-TEILIG,3 PIÈCES
"ANY
ARM","ANY
ARM","QUALSIASI
ARMAT.","BEL.
RÜS","TOUTE
ARM"
Any crafted armor from %s,Any crafted armor from %s,Qualsiasi armatura creata di %s,Beliebige gefertigte Rüstung aus %s,N'importe quelle armure fabriquée de %s
ANY crafted armor from %s,ANY crafted armor from %s,QUALSIASI armatura creata di %s,BELIEBIGE gefertigte Rüstung aus %s,N'IMPORTE QUELLE armure fabriquée de %s
%s + ANY crafted weapon and armor from %s,%s + ANY crafted weapon and armor from %s,%s + QUALSIASI arma e armatura creata di %s,%s + BELIEBIGE gefertigte Waffe und Rüstung aus %s,%s + N'IMPORTE QUELLE arme et armure fabriquées de %s
%s + %s + ANY crafted armor from %s,%s + %s + ANY crafted armor from %s,%s + %s + QUALSIASI armatura creata di %s,%s + %s + BELIEBIGE gefertigte Rüstung aus %s,%s + %s + N'IMPORTE QUELLE armure fabriquée de %s
%s + ANY crafted weapon from %s + %s,%s + ANY crafted weapon from %s + %s,%s + QUALSIASI arma creata di %s + %s,%s + BELIEBIGE gefertigte Waffe aus %s + %s,%s + N'IMPORTE QUELLE arme fabriquée de %s + %s
%s + %s + %s,%s + %s + %s,%s + %s + %s,%s + %s + %s,%s + %s + %s
Unique accessory + ANY crafted raid weapon and armor,Unique accessory + ANY crafted raid weapon and armor,Accessorio unico + QUALSIASI arma e armatura da raid creata,Einzigartiges Accessoire + BELIEBIGE gefertigte Raid-Waffe und -Rüstung,Accessoire unique + N'IMPORTE QUELLE arme et armure de raid fabriquées
Any two raid set pieces grant its stat rider; all three awaken its effect.,Any two raid set pieces grant its stat rider; all three awaken its effect.,Due pezzi qualsiasi del set da raid concedono il potenziamento di statistiche; tutti e tre risvegliano il suo effetto.,Zwei beliebige Raid-Set-Teile gewähren seinen Werte-Zusatz; alle drei erwecken seinen Effekt.,Deux pièces quelconques de la panoplie de raid accordent son bonus de stats ; les trois éveillent son effet.
ACTIVE 3/3,ACTIVE 3/3,ATTIVO 3/3,AKTIV 3/3,ACTIF 3/3
PARTIAL 2/3,PARTIAL 2/3,PARZIALE 2/3,TEILWEISE 2/3,PARTIEL 2/3
INACTIVE %s/3,INACTIVE %s/3,INATTIVO %s/3,INAKTIV %s/3,INACTIF %s/3
Two-piece rider: %s,Two-piece rider: %s,Potenziamento da due pezzi: %s,Zwei-Teile-Zusatz: %s,Bonus de deux pièces : %s
Two-piece rider (active): %s,Two-piece rider (active): %s,Potenziamento da due pezzi (attivo): %s,Zwei-Teile-Zusatz (aktiv): %s,Bonus de deux pièces (actif) : %s
All three pieces awaken the set effect.,All three pieces awaken the set effect.,Tutti e tre i pezzi risvegliano l'effetto del set.,Alle drei Teile erwecken den Set-Effekt.,Les trois pièces éveillent l'effet de la panoplie.
